StartStation,EndStation,Ridership
10th & K St NW,6th & S Ball St,1
10th & K St NW,6th & Water St SW / SW Waterfront,34
10th & K St NW,6th St & Indiana Ave NW,163
10th & K St NW,7th & F St NW / National Portrait Gallery,245
10th & K St NW,7th & R St NW / Shaw Library,74
10th & K St NW,7th & T St NW,104
10th & K St NW,8th & D St NW,305
10th & K St NW,8th & East Capitol St NE,16
10th & K St NW,8th & Eye St SE / Barracks Row,14
10th & K St NW,8th & F St NE,25
10th & K St NW,8th & F St NW,94
10th & K St NW,8th & H St NW,495
10th & K St NW,8th & O St NW,249
10th & K St NW,9th & Upshur St NW,24
10th & K St NW,Adams Mill & Columbia Rd NW,42
10th & K St NW,Bladensburg Rd & Benning Rd NE,21
10th & K St NW,C & O Canal & Wisconsin Ave NW,76
10th & K St NW,California St & Florida Ave NW,76
10th & K St NW,Calvert & Biltmore St NW,6
10th & K St NW,Calvert St & Woodley Pl NW,17
10th & K St NW,Carroll & Westmoreland Ave,1
10th & K St NW,Clarendon Metro / Wilson Blvd & N Highland St,1
10th & K St NW,Columbia Pike & S Orme St,1
10th & K St NW,Columbia Rd & Belmont St NW,9
10th & K St NW,Columbia Rd & Georgia Ave NW,19
10th & K St NW,Columbus Circle / Union Station,154
10th & K St NW,Connecticut & Nebraska Ave NW,1
10th & K St NW,Connecticut Ave & Newark St NW / Cleveland Park,5
10th & K St NW,Constitution Ave & 2nd St NW/DOL,176
10th & K St NW,Convention Center / 7th & M St NW,217
10th & K St NW,D St & Maryland Ave NE,22
10th & K St NW,Eastern Market / 7th & North Carolina Ave SE,54
10th & K St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,66
10th & K St NW,Eckington Pl & Q St NE,72
10th & K St NW,Fessenden St & Wisconsin Ave NW,1
10th & K St NW,Florida Ave & R St NW,64
10th & K St NW,Fort Totten Metro,1
10th & K St NW,Gallaudet / 8th St & Florida Ave NE,46
10th & K St NW,George Mason Dr & Wilson Blvd,1
10th & K St NW,Georgetown Harbor / 30th St NW,33
10th & K St NW,Georgia & Missouri Ave NW,2
10th & K St NW,Georgia & New Hampshire Ave NW,88
10th & K St NW,Georgia Ave & Emerson St NW,1
10th & K St NW,Georgia Ave and Fairmont St NW,6
10th & K St NW,Hains Point/Buckeye & Ohio Dr SW,11
10th & K St NW,Hamlin & 7th St NE,4
10th & K St NW,Harvard St & Adams Mill Rd NW,17
10th & K St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,5
10th & K St NW,Independence Ave & L'Enfant Plaza SW/DOE,22
10th & K St NW,Iwo Jima Memorial/N Meade & 14th St N,27
10th & K St NW,Jefferson Dr & 14th St SW,633
10th & K St NW,Jefferson Memorial,82
10th & K St NW,John McCormack Dr & Michigan Ave NE,1
10th & K St NW,Kennedy Center,21
10th & K St NW,L'Enfant Plaza / 7th & C St SW,129
10th & K St NW,Lamont & Mt Pleasant NW,16
10th & K St NW,Lee Hwy & N Kirkwood Rd,1
10th & K St NW,Lee Hwy & N Scott St,17
10th & K St NW,Lincoln Memorial,212
10th & K St NW,Lincoln Park / 13th & East Capitol St NE,28
10th & K St NW,Lynn & 19th St North,57
10th & K St NW,M St & Delaware Ave NE,48
10th & K St NW,M St & New Jersey Ave SE,18
10th & K St NW,M St & Pennsylvania Ave NW,138
10th & K St NW,Market Square / King St & Royal St,2
10th & K St NW,Maryland & Independence Ave SW,224
10th & K St NW,Maryland Ave & E St NE,3
10th & K St NW,Massachusetts Ave & Dupont Circle NW,179
10th & K St NW,Metro Center / 12th & G St NW,538
10th & K St NW,MLK Library/9th & G St NW,376
10th & K St NW,N Pershing Dr & Wayne St,2
10th & K St NW,N Rhodes & 16th St N,1
10th & K St NW,Neal St & Trinidad Ave NE,25
10th & K St NW,New Hampshire Ave & 24th St NW,42
10th & K St NW,New Hampshire Ave & T St NW,68
10th & K St NW,New Jersey Ave & N St NW/Dunbar HS,104
10th & K St NW,New Jersey Ave & R St NW,72
10th & K St NW,New York Ave & 15th St NW,250
10th & K St NW,New York Ave & Hecht Ave NE,2
10th & K St NW,North Capitol St & F St NW,380
10th & K St NW,North Capitol St & G Pl NE,165
10th & K St NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,29
10th & K St NW,Oklahoma Ave & D St NE,5
10th & K St NW,Park Rd & Holmead Pl NW,32
10th & K St NW,Potomac & Pennsylvania Ave SE,9
10th & K St NW,Potomac Ave & 8th St SE,2
10th & K St NW,Potomac Greens Dr & Slaters Ln,1
10th & K St NW,Prince St & Union St,1
10th & K St NW,Rhode Island Ave & V St NE,11
10th & K St NW,Rhode Island Ave Metro,8
10th & K St NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,66
10th & K St NW,S George Mason Dr & Four Mile Run,1
10th & K St NW,Saint Asaph St & Pendleton  St,1
10th & K St NW,Smithsonian / Jefferson Dr & 12th St SW,111
10th & K St NW,Tenleytown / Wisconsin Ave & Albemarle St NW,1
10th & K St NW,Thomas Circle,119
10th & K St NW,Union Market/6th St & Neal Pl NE,22
10th & K St NW,US Dept of State / Virginia Ave & 21st St NW,50
10th & K St NW,USDA / 12th & Independence Ave SW,50
10th & K St NW,Van Ness Metro / UDC,2
10th & K St NW,Washington & Independence Ave SW/HHS,105
10th & K St NW,Washington Blvd & 7th St N,2
10th & K St NW,Wilson Blvd & Franklin Rd,1
10th & K St NW,Wilson Blvd & N Quincy St,1
10th & K St NW,Wilson Blvd & N Uhle St,1
10th & K St NW,Wisconsin Ave & Newark St NW,2
10th & K St NW,Wisconsin Ave & O St NW,29
10th & Monroe St NE,10th & E St NW,28
10th & Monroe St NE,10th & Florida Ave NW,11
10th & Monroe St NE,10th & K St NW,9
10th & Monroe St NE,10th & U St NW,86
10th & Monroe St NE,10th St & Constitution Ave NW,126
10th & Monroe St NE,11th & F St NW,32
10th & Monroe St NE,11th & H St NE,46
10th & Monroe St NE,11th & Kenyon St NW,245
10th & Monroe St NE,11th & M St NW,10
10th & Monroe St NE,11th & S St NW,50
10th & Monroe St NE,12th & Irving St NE,2826
10th & Monroe St NE,12th & L St NW,29
10th & Monroe St NE,12th & Newton St NE,350
10th & Monroe St NE,12th & U St NW,15
10th & Monroe St NE,13th & D St NE,14
10th & Monroe St NE,13th & H St NE,118
10th & Monroe St NE,13th St & New York Ave NW,38
10th & Monroe St NE,14th & Belmont St NW,23
10th & Monroe St NE,14th & D St NW / Ronald Reagan Building,88
10th & Monroe St NE,14th & D St SE,9
10th & Monroe St NE,14th & G St NW,19
10th & Monroe St NE,14th & Girard St NW,1
10th & Monroe St NE,14th & Harvard St NW,193
10th & Monroe St NE,14th & L St NW,12
10th & Monroe St NE,14th & R St NW,176
10th & Monroe St NE,14th & Rhode Island Ave NW,74
10th & Monroe St NE,14th & Upshur St NW,4
10th & Monroe St NE,14th & V St NW,168
10th & Monroe St NE,14th St & Colorado Ave NW,9
10th & Monroe St NE,14th St & New York Ave NW,23
10th & Monroe St NE,14th St & Spring Rd NW,49
10th & Monroe St NE,14th St Heights / 14th & Crittenden St NW,58
10th & Monroe St NE,15th & Crystal Dr,4
10th & Monroe St NE,15th & East Capitol St NE,9
10th & Monroe St NE,15th & Euclid St  NW,34
10th & Monroe St NE,15th & F St NE,8
10th & Monroe St NE,15th & K St NW,37
10th & Monroe St NE,15th & L St NW,4
10th & Monroe St NE,15th & P St NW,95
10th & Monroe St NE,15th St & Massachusetts Ave SE,5
10th & Monroe St NE,16th & Harvard St NW,98
10th & Monroe St NE,16th & Irving St NW,23
10th & Monroe St NE,16th & K St NW,40
10th & Monroe St NE,16th & R St NW,1
10th & Monroe St NE,17th & Corcoran St NW,30
10th & Monroe St NE,17th & G St NW,4
10th & Monroe St NE,17th & K St NW,134
10th & Monroe St NE,17th & K St NW / Farragut Square,216
10th & Monroe St NE,17th & Rhode Island Ave NW,66
10th & Monroe St NE,17th St & Massachusetts Ave NW,29
10th & Monroe St NE,18th & C St NW,1
10th & Monroe St NE,18th & M St NW,63
10th & Monroe St NE,18th & R St NW,6
10th & Monroe St NE,18th St & Pennsylvania Ave NW,17
10th & Monroe St NE,18th St & Rhode Island Ave NE,316
10th & Monroe St NE,18th St & Wyoming Ave NW,18
10th & Monroe St NE,19th & E Street NW,76
10th & Monroe St NE,19th & East Capitol St SE,11
10th & Monroe St NE,19th & G St NW,1
10th & Monroe St NE,19th & K St NW,13
10th & Monroe St NE,19th & L St NW,29
10th & Monroe St NE,19th St & Constitution Ave NW,66
10th & Monroe St NE,19th St & Pennsylvania Ave NW,15
10th & Monroe St NE,1st & H St NW,107
10th & Monroe St NE,1st & K St SE,30
10th & Monroe St NE,1st & M St NE,1868
10th & Monroe St NE,1st & N St SE,19
10th & Monroe St NE,1st & O St NW,1
10th & Monroe St NE,1st & Rhode Island Ave NW,181
10th & Monroe St NE,1st & Washington Hospital Center NW,126
10th & Monroe St NE,20th & Crystal Dr,7
10th & Monroe St NE,20th & E St NW,16
10th & Monroe St NE,20th & L St NW,6
10th & Monroe St NE,20th & O St NW / Dupont South,15
10th & Monroe St NE,20th St & Florida Ave NW,209
10th & Monroe St NE,20th St & Virginia Ave NW,1
10th & Monroe St NE,21st & I St NW,26
10th & Monroe St NE,21st & M St NW,33
10th & Monroe St NE,21st St & Constitution Ave NW,1
10th & Monroe St NE,21st St & Pennsylvania Ave NW,2
10th & Monroe St NE,22nd & I St NW / Foggy Bottom,7
10th & Monroe St NE,23rd & E St NW ,1
10th & Monroe St NE,24th & N St NW,6
10th & Monroe St NE,25th St & Pennsylvania Ave NW,30
10th & Monroe St NE,2nd & G St NE,25
10th & Monroe St NE,2nd St & Massachusetts Ave NE,4
10th & Monroe St NE,3000 Connecticut Ave NW / National Zoo,2
10th & Monroe St NE,34th St & Wisconsin Ave NW,8
10th & Monroe St NE,36th & Calvert St NW / Glover Park,28
10th & Monroe St NE,37th & O St NW / Georgetown University,3
10th & Monroe St NE,39th & Calvert St NW / Stoddert,1
10th & Monroe St NE,3rd & D St SE,244
10th & Monroe St NE,3rd & Elm St NW,43
10th & Monroe St NE,3rd & G St SE,11
10th & Monroe St NE,3rd & H St NE,221
10th & Monroe St NE,3rd & H St NW,5
10th & Monroe St NE,3rd & Tingey St SE,1
10th & Monroe St NE,3rd St & Pennsylvania Ave SE,95
10th & Monroe St NE,4th & D St NW / Judiciary Square,37
10th & Monroe St NE,4th & E St SW,179
10th & Monroe St NE,4th & East Capitol St NE,329
10th & Monroe St NE,4th & M St SW,61
10th & Monroe St NE,4th & W St NE,191
10th & Monroe St NE,5th & F St NW,205
10th & Monroe St NE,5th & K St NW,136
10th & Monroe St NE,5th & Kennedy St NW,39
10th & Monroe St NE,5th St & Massachusetts Ave NW,168
10th & Monroe St NE,6th & H St NE,41
10th & Monroe St NE,6th & Water St SW / SW Waterfront,16
10th & Monroe St NE,6th St & Indiana Ave NW,330
10th & Monroe St NE,7th & F St NW / National Portrait Gallery,169
10th & Monroe St NE,7th & R St NW / Shaw Library,142
10th & Monroe St NE,7th & T St NW,72
10th & Monroe St NE,8th & D St NW,22
10th & Monroe St NE,8th & East Capitol St NE,19
10th & Monroe St NE,8th & Eye St SE / Barracks Row,36
10th & Monroe St NE,8th & F St NE,15
10th & Monroe St NE,8th & F St NW,4
10th & Monroe St NE,8th & H St NW,115
10th & Monroe St NE,8th & O St NW,2
10th & Monroe St NE,9th & Upshur St NW,63
10th & Monroe St NE,Adams Mill & Columbia Rd NW,124
10th & Monroe St NE,Anacostia Ave & Benning Rd NE / River Terrace,6
10th & Monroe St NE,Anacostia Metro,4
10th & Monroe St NE,Benning Branch Library,7
10th & Monroe St NE,Benning Rd & East Capitol St NE / Benning Rd Metro,93
10th & Monroe St NE,Bladensburg Rd & Benning Rd NE,44
10th & Monroe St NE,C & O Canal & Wisconsin Ave NW,15
10th & Monroe St NE,California St & Florida Ave NW,14
10th & Monroe St NE,Calvert & Biltmore St NW,11
10th & Monroe St NE,Calvert St & Woodley Pl NW,72
10th & Monroe St NE,Carroll & Ethan Allen Ave,1
10th & Monroe St NE,Carroll & Westmoreland Ave,5
10th & Monroe St NE,Columbia Rd & Belmont St NW,11
10th & Monroe St NE,Columbia Rd & Georgia Ave NW,109
10th & Monroe St NE,Columbus Circle / Union Station,1049
10th & Monroe St NE,Connecticut & Nebraska Ave NW,1
10th & Monroe St NE,Connecticut Ave & Newark St NW / Cleveland Park,9
10th & Monroe St NE,Connecticut Ave & Tilden St NW,1
10th & Monroe St NE,Constitution Ave & 2nd St NW/DOL,91
10th & Monroe St NE,Convention Center / 7th & M St NW,45
10th & Monroe St NE,D St & Maryland Ave NE,38
10th & Monroe St NE,Deanwood Rec Center,15
10th & Monroe St NE,East West Hwy & Blair Mill Rd,1
10th & Monroe St NE,Eastern Market / 7th & North Carolina Ave SE,988
10th & Monroe St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,296
10th & Monroe St NE,Eckington Pl & Q St NE,445
10th & Monroe St NE,Fairfax Dr & Wilson Blvd,1
10th & Monroe St NE,Fenton St & Ellsworth Dr,3
10th & Monroe St NE,Fenton St & New York Ave,1
10th & Monroe St NE,Florida Ave & R St NW,267
10th & Monroe St NE,Fort Totten Metro,39
10th & Monroe St NE,Gallaudet / 8th St & Florida Ave NE,143
10th & Monroe St NE,Georgetown Harbor / 30th St NW,4
10th & Monroe St NE,Georgia & Missouri Ave NW,2
10th & Monroe St NE,Georgia & New Hampshire Ave NW,143
10th & Monroe St NE,Georgia Ave & Emerson St NW,2
10th & Monroe St NE,Georgia Ave and Fairmont St NW,126
10th & Monroe St NE,Hamlin & 7th St NE,238
10th & Monroe St NE,Harvard St & Adams Mill Rd NW,7
10th & Monroe St NE,Jefferson Dr & 14th St SW,19
10th & Monroe St NE,Jefferson Memorial,6
10th & Monroe St NE,John McCormack Dr & Michigan Ave NE,153
10th & Monroe St NE,Key Blvd & N Quinn St,1
10th & Monroe St NE,King St & Patrick St,1
10th & Monroe St NE,L'Enfant Plaza / 7th & C St SW,84
10th & Monroe St NE,Lamont & Mt Pleasant NW,99
10th & Monroe St NE,Lincoln Memorial,16
10th & Monroe St NE,Lincoln Park / 13th & East Capitol St NE,46
10th & Monroe St NE,Lynn & 19th St North,9
10th & Monroe St NE,M St & Delaware Ave NE,379
10th & Monroe St NE,M St & New Jersey Ave SE,39
10th & Monroe St NE,M St & Pennsylvania Ave NW,26
10th & Monroe St NE,Maryland & Independence Ave SW,194
10th & Monroe St NE,Maryland Ave & E St NE,2
10th & Monroe St NE,Massachusetts Ave & Dupont Circle NW,155
10th & Monroe St NE,Metro Center / 12th & G St NW,72
10th & Monroe St NE,Minnesota Ave Metro/DOES,1
10th & Monroe St NE,MLK Library/9th & G St NW,30
10th & Monroe St NE,Nannie Helen Burroughs & Minnesota Ave NE,11
10th & Monroe St NE,Nannie Helen Burroughs Ave & 49th St NE,2
10th & Monroe St NE,Neal St & Trinidad Ave NE,21
10th & Monroe St NE,New Hampshire Ave & 24th St NW,3
10th & Monroe St NE,New Hampshire Ave & T St NW,14
10th & Monroe St NE,New Jersey Ave & N St NW/Dunbar HS,17
10th & Monroe St NE,New Jersey Ave & R St NW,64
10th & Monroe St NE,New York Ave & 15th St NW,14
10th & Monroe St NE,New York Ave & Hecht Ave NE,3
10th & Monroe St NE,North Capitol St & F St NW,576
10th & Monroe St NE,North Capitol St & G Pl NE,42
10th & Monroe St NE,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,2
10th & Monroe St NE,Oklahoma Ave & D St NE,1
10th & Monroe St NE,Park Rd & Holmead Pl NW,337
10th & Monroe St NE,Pennsylvania & Minnesota Ave SE,17
10th & Monroe St NE,Pentagon City Metro / 12th & S Hayes St,1
10th & Monroe St NE,Philadelphia & Maple Ave,1
10th & Monroe St NE,Pleasant St & MLK Ave SE,1
10th & Monroe St NE,Potomac & Pennsylvania Ave SE,12
10th & Monroe St NE,Prince St & Union St,4
10th & Monroe St NE,Rhode Island Ave & V St NE,40
10th & Monroe St NE,Rhode Island Ave Metro,108
10th & Monroe St NE,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,1
10th & Monroe St NE,Smithsonian / Jefferson Dr & 12th St SW,38
10th & Monroe St NE,Takoma Metro,13
10th & Monroe St NE,Tenleytown / Wisconsin Ave & Albemarle St NW,16
10th & Monroe St NE,Thomas Circle,55
10th & Monroe St NE,Union Market/6th St & Neal Pl NE,95
10th & Monroe St NE,US Dept of State / Virginia Ave & 21st St NW,6
10th & Monroe St NE,USDA / 12th & Independence Ave SW,32
10th & Monroe St NE,Van Ness Metro / UDC,7
10th & Monroe St NE,Ward Circle / American University,2
10th & Monroe St NE,Washington & Independence Ave SW/HHS,40
10th & Monroe St NE,Washington Adventist U / Flower Ave & Division St,1
10th & Monroe St NE,Wisconsin Ave & Newark St NW,2
10th & Monroe St NE,Wisconsin Ave & O St NW,1
10th & U St NW,10th & E St NW,318
10th & U St NW,10th & Florida Ave NW,480
10th & U St NW,10th & K St NW,149
10th & U St NW,10th & Monroe St NE,164
10th & U St NW,10th St & Constitution Ave NW,646
10th & U St NW,10th St & L'Enfant Plaza SW,1
10th & U St NW,11th & F St NW,256
10th & U St NW,11th & H St NE,211
10th & U St NW,11th & Kenyon St NW,4555
10th & U St NW,11th & M St NW,1070
10th & U St NW,11th & S St NW,130
10th & U St NW,12th & Army Navy Dr,6
10th & U St NW,12th & Irving St NE,12
10th & U St NW,12th & L St NW,403
10th & U St NW,12th & Newton St NE,74
10th & U St NW,12th & U St NW,324
10th & U St NW,13th & D St NE,115
10th & U St NW,13th & H St NE,506
10th & U St NW,13th St & Eastern Ave,1
10th & U St NW,13th St & New York Ave NW,895
10th & U St NW,14th & Belmont St NW,609
10th & U St NW,14th & D St NW / Ronald Reagan Building,573
10th & U St NW,14th & D St SE,82
10th & U St NW,14th & G St NW,361
10th & U St NW,14th & Girard St NW,7
10th & U St NW,14th & Harvard St NW,1525
10th & U St NW,14th & L St NW,7
10th & U St NW,14th & R St NW,3024
10th & U St NW,14th & Rhode Island Ave NW,3914
10th & U St NW,14th & Upshur St NW,187
10th & U St NW,14th & V St NW,3704
10th & U St NW,14th St & Colorado Ave NW,28
10th & U St NW,14th St & New York Ave NW,665
10th & U St NW,14th St & Spring Rd NW,519
10th & U St NW,14th St Heights / 14th & Crittenden St NW,91
10th & U St NW,15th & Crystal Dr,7
10th & U St NW,15th & East Capitol St NE,22
10th & U St NW,15th & Euclid St  NW,371
10th & U St NW,15th & F St NE,38
10th & U St NW,15th & K St NW,606
10th & U St NW,15th & L St NW,325
10th & U St NW,15th & N Scott St,2
10th & U St NW,15th & P St NW,5849
10th & U St NW,15th St & Massachusetts Ave SE,60
10th & U St NW,16th & Harvard St NW,1275
10th & U St NW,16th & Irving St NW,26
10th & U St NW,16th & K St NW,1809
10th & U St NW,16th & R St NW,55
10th & U St NW,17th & Corcoran St NW,4787
10th & U St NW,17th & G St NW,101
10th & U St NW,17th & K St NW,1419
10th & U St NW,17th & K St NW / Farragut Square,520
10th & U St NW,17th & Rhode Island Ave NW,1737
10th & U St NW,17th St & Massachusetts Ave NW,685
10th & U St NW,18th & M St NW,1108
10th & U St NW,18th & R St NW,268
10th & U St NW,18th St & Pennsylvania Ave NW,392
10th & U St NW,18th St & Rhode Island Ave NE,144
10th & U St NW,18th St & Wyoming Ave NW,923
10th & U St NW,19th & E Street NW,374
10th & U St NW,19th & East Capitol St SE,55
10th & U St NW,19th & G St NW,32
10th & U St NW,19th & K St NW,241
10th & U St NW,19th & L St NW,696
10th & U St NW,19th St & Constitution Ave NW,224
10th & U St NW,19th St & Pennsylvania Ave NW,483
10th & U St NW,1st & H St NW,81
10th & U St NW,1st & K St SE,71
10th & U St NW,1st & M St NE,1353
10th & U St NW,1st & N St SE,79
10th & U St NW,1st & O St NW,8
10th & U St NW,1st & Rhode Island Ave NW,1416
10th & U St NW,1st & Washington Hospital Center NW,60
10th & U St NW,20th & Crystal Dr,3
10th & U St NW,20th & E St NW,331
10th & U St NW,20th & L St NW,302
10th & U St NW,20th & O St NW / Dupont South,736
10th & U St NW,20th St & Florida Ave NW,2558
10th & U St NW,20th St & Virginia Ave NW,91
10th & U St NW,21st & I St NW,993
10th & U St NW,21st & M St NW,1265
10th & U St NW,21st St & Constitution Ave NW,36
10th & U St NW,21st St & Pennsylvania Ave NW,281
10th & U St NW,21st St N & N Pierce St,1
10th & U St NW,22nd & I St NW / Foggy Bottom,249
10th & U St NW,23rd & Crystal Dr,5
10th & U St NW,23rd & E St NW ,119
10th & U St NW,23rd & Eads St,2
10th & U St NW,24th & N St NW,314
10th & U St NW,25th St & Pennsylvania Ave NW,720
10th & U St NW,27th & Crystal Dr,5
10th & U St NW,2nd & G St NE,21
10th & U St NW,3000 Connecticut Ave NW / National Zoo,106
10th & U St NW,33rd & Water St NW,14
10th & U St NW,34th St & Wisconsin Ave NW,211
10th & U St NW,36th & Calvert St NW / Glover Park,81
10th & U St NW,37th & O St NW / Georgetown University,304
10th & U St NW,39th & Calvert St NW / Stoddert,25
10th & U St NW,39th & Veazey St NW,4
10th & U St NW,3rd & D St SE,225
10th & U St NW,3rd & Elm St NW,575
10th & U St NW,3rd & G St SE,41
10th & U St NW,3rd & H St NE,541
10th & U St NW,3rd & H St NW,76
10th & U St NW,3rd & Tingey St SE,43
10th & U St NW,3rd St & Pennsylvania Ave SE,34
10th & U St NW,4th & D St NW / Judiciary Square,149
10th & U St NW,4th & E St SW,143
